Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP27,OUT046,2846.2950000000005
FDO38,OUT010,1261.95732
FDE28,OUT027,2902.6216799999997
FDO27,OUT035,1783.2787200000002
DRL23,OUT027,1715.1008
FDS28,OUT046,588.9476571428571
FDX24,OUT013,1406.7022399999998
FDZ02,OUT035,587.2356
FDL46,OUT045,1228.9716857142855
FDS60,OUT027,2336.958
NCO06,OUT017,345.2173
FDO16,OUT035,1664.5
FDC60,OUT049,1151.1682
FDA48,OUT018,4323.3723
FDZ36,OUT027,3542.0560000000005
FDK27,OUT045,1720.69352
FDW23,OUT018,534.1935333333333
FDM14,OUT018,2134.332866666667
FDM14,OUT013,2134.332866666667
FDW60,OUT018,3175.866
FDE21,OUT013,2278.3676
NCM42,OUT035,1474.0812
FDY59,OUT010,1123.775285714286
DRI49,OUT049,1421.483
FDT28,OUT019,2407.5328
FDQ22,OUT018,602.3270666666667
FDR60,OUT049,759.4558666666667
FDC50,OUT019,1713.7692000000002
FDV24,OUT013,1498.05
DRF48,OUT010,1496.7184
FDQ47,OUT046,599.8858
DRN36,OUT049,1342.2527999999998
NCY06,OUT035,2375.04176
FDE52,OUT035,3453.5046
NCB54,OUT045,1821.6288
NCF31,OUT035,1492.7236
FDJ08,OUT027,2904.48592
NCC07,OUT017,1490.2823333333333
NCD19,OUT027,653.9265666666668
FDL46,OUT049,1228.9716857142855
FDM20,OUT045,4949.2908800000005
NCI06,OUT010,3091.9752
DRM11,OUT035,3731.3651333333332
NCH07,OUT018,2127.8968
FDS23,OUT013,1884.6578666666667
FDO49,OUT018,809.6128
FDS35,OUT049,1140.9592666666665
DRK39,OUT045,1647.8550000000002
DRI39,OUT049,1279.0018
FDV04,OUT017,1436.6061714285715
NCN14,OUT035,1960.1152000000002
FDH08,OUT013,3100.9635000000003
FDS20,OUT046,2918.8671999999997
FDV40,OUT049,842.50332
FDZ48,OUT010,1360.8952
FDS24,OUT027,1106.8925000000002
FDK44,OUT049,2224.30464
FDS48,OUT045,1730.4142000000002
FDK26,OUT010,3115.9440000000004
FDD23,OUT045,3305.253133333333
NCH54,OUT017,1890.872
NCP14,OUT010,2439.047333333333
FDM60,OUT010,649.8208000000001
FDV24,OUT017,1498.05
FDH08,OUT018,3100.9635000000003
FDS12,OUT027,1887.543
FDR39,OUT027,3709.393733333333
FDP12,OUT027,465.79367999999994
DRF60,OUT027,4647.9498
FDC09,OUT035,881.7855199999998
FDF50,OUT018,3547.3824
FDG28,OUT035,2572.6512
NCE19,OUT017,1013.9182857142857
NCM53,OUT010,1576.6144
NCN18,OUT049,2885.84352
FDF32,OUT035,1819.2319199999997
FDF11,OUT013,3220.74092
DRI59,OUT049,4586.0304
NCG54,OUT035,3764.4332
FDM44,OUT046,1017.2472857142857
FDT57,OUT018,3397.3554666666664
FDV24,OUT046,1498.05
FDI50,OUT019,5229.637066666667
FDS09,OUT035,657.8104000000001
NCC31,OUT027,1908.5157
FDQ07,OUT019,3536.7296
FDC22,OUT017,2818.9972000000002
FDZ56,OUT046,2807.4566666666665
FDZ40,OUT019,862.8768
FDS46,OUT027,1644.65916
DRD24,OUT045,1965.156257142857
FDV45,OUT017,3567.3564
FDL26,OUT045,3505.437
FDA56,OUT018,2753.6156400000004
FDN27,OUT046,1816.3023999999998
FDM20,OUT049,4949.2908800000005
FDO16,OUT017,1664.5
FDL03,OUT035,2789.0362
FDE58,OUT046,2399.8761
FDI02,OUT027,1884.71335
NCC55,OUT019,577.9144
FDR03,OUT018,4231.159000000001
FDB14,OUT017,1504.708
FDR45,OUT013,6035.31055
NCN07,OUT017,1563.1081714285715
FDM51,OUT019,1511.0330999999999
FDT52,OUT027,3430.2016000000003
FDL26,OUT046,3505.437
NCZ42,OUT046,3839.80176
DRI47,OUT019,2277.036
FDW40,OUT013,2350.9398
FDN34,OUT046,3269.5218666666665
FDS01,OUT035,2590.3424571428573
NCG55,OUT045,2443.0421333333334
FDC11,OUT035,2007.387
FDX35,OUT018,3233.3911200000002
NCB06,OUT046,2588.6304
FDR09,OUT019,3255.952228571428
FDC53,OUT017,1248.1530666666667
FDY45,OUT013,3730.255466666667
FDA22,OUT010,3899.3686666666667
FDE02,OUT035,1764.9026399999996
FDW21,OUT045,1729.2157599999998
FDV34,OUT046,842.50332
FDS59,OUT049,1679.2427142857143
NCW17,OUT017,3051.86075
NCK54,OUT046,1844.8208333333334
FDG17,OUT019,5314.582050000001
FDG35,OUT017,1876.75704
FDD08,OUT010,626.1849
NCO07,OUT017,2396.88
FDJ10,OUT010,2294.568733333333
FDW36,OUT017,1270.3464000000001
FDW21,OUT010,1729.2157599999998
FDY19,OUT017,2445.31695
DRE03,OUT013,648.2989714285715
NCC55,OUT049,577.9144
FDH52,OUT010,908.1511999999999
FDO09,OUT017,4120.192333333333
FDU43,OUT045,2860.2767999999996
FDX09,OUT010,3175.866
FDH40,OUT019,1150.724333333333
FDW58,OUT017,1693.7952
FDC47,OUT017,3882.2798
NCR41,OUT035,1920.0562333333335
DRG49,OUT035,3714.0987200000004
FDC52,OUT027,1542.3257
FDY13,OUT046,1268.8245714285715
FDY35,OUT013,807.2349428571428
FDI35,OUT017,4059.3825999999995
NCU18,OUT049,2093.7190666666665
FDY33,OUT018,3296.185571428571
FDC15,OUT027,1689.1345999999999
FDU01,OUT049,3100.2977
NCU42,OUT046,3958.5139000000004
NCV29,OUT018,1955.4545999999998
NCY30,OUT017,2942.8360000000002
FDQ46,OUT049,1771.0280000000002
FDG58,OUT027,1947.465
FDK33,OUT017,3444.4053333333336
NCD07,OUT045,1252.3698000000002
NCX29,OUT027,1950.2114249999997
NCT42,OUT013,1938.8095999999998
DRN59,OUT035,803.9535
FDI44,OUT035,1506.0396
FDA45,OUT049,2787.7046
FDP31,OUT045,997.10208
FDY01,OUT046,1871.73025
FDT09,OUT018,2197.14
DRH03,OUT027,745.696
FDA36,OUT018,1989.7432999999999
NCF31,OUT017,1492.7236
FDG14,OUT049,4301.068
FDG28,OUT027,2572.6512
FDU14,OUT049,4094.6699999999996
FDY47,OUT019,1736.489625
FDI56,OUT049,1778.6846999999998
DRD01,OUT013,851.02556
FDM22,OUT046,1025.332
FDH33,OUT013,758.0132999999998
DRZ24,OUT013,2612.5992
NCQ38,OUT046,1308.7725714285714
FDO16,OUT027,1664.5
FDU07,OUT027,1989.9652333333333
NCB07,OUT013,3208.046333333333
FDU48,OUT045,703.0848
NCM43,OUT045,2260.391
FDR31,OUT010,2537.09748
DRK49,OUT018,591.8010857142857
NCI30,OUT010,2463.46
DRD60,OUT017,2605.2754
NCG19,OUT046,2343.616
FDH12,OUT035,1304.9679999999998
FDM32,OUT035,786.47625
FDM27,OUT035,2398.47792
NCU53,OUT027,1492.0578
NCQ18,OUT046,2122.2374999999997
FDS10,OUT013,2751.58495
FDB33,OUT027,2896.09684
FDI12,OUT013,1142.5128
NCW42,OUT013,2652.5472
NCC06,OUT018,3291.7151999999996
FDW02,OUT017,2607.7166666666667
NCD43,OUT017,499.6829
FDM57,OUT018,1153.4985
FDA58,OUT017,2199.8032
FDK56,OUT046,2525.7122999999997
FDP52,OUT045,4548.0797999999995
FDW20,OUT018,1970.7680000000003
FDS52,OUT049,1416.8224000000002
NCT29,OUT018,1644.8589
NCL54,OUT013,3443.7395333333334
FDC05,OUT045,2857.6135999999997
FDF34,OUT035,2777.7176000000004
FDP03,OUT027,1875.2732571428571
FDD32,OUT010,1028.8829333333333
FDZ10,OUT045,1834.2789999999998
FDZ40,OUT035,862.8768
FDD51,OUT018,452.74399999999997
NCY30,OUT019,2942.8360000000002
FDP58,OUT017,2519.0543
FDV49,OUT017,4625.6455000000005
FDY24,OUT019,830.5189200000001
NCO55,OUT017,1222.0093200000001
FDR13,OUT017,1197.1084
FDS51,OUT017,1011.3502
FDP26,OUT045,1003.49376
NCB54,OUT027,1821.6288
FDF32,OUT017,1819.2319199999997
FDN31,OUT018,2324.47425
DRM48,OUT017,876.1927999999999
FDN20,OUT049,3425.097133333333
DRL01,OUT046,4273.294628571429
FDV56,OUT049,970.7364000000001
DRH13,OUT027,809.6128
FDA03,OUT017,2260.0581
FDF47,OUT027,2524.21425
FDX32,OUT046,1816.3023999999998
FDX57,OUT049,1668.7167333333334
NCA30,OUT045,2344.68128
FDO49,OUT013,809.6128
FDL04,OUT019,1905.5195999999999
DRM48,OUT035,876.1927999999999
FDR16,OUT013,4701.8796
NCC19,OUT018,4054.722
NCE42,OUT045,4814.1334799999995
FDY24,OUT017,830.5189200000001
FDH19,OUT049,2954.1546000000003
FDJ46,OUT013,3108.1208500000002
FDN45,OUT010,3467.4864000000002
FDY08,OUT035,1791.1684500000001
FDZ37,OUT035,1250.1504666666667
NCT30,OUT045,464.83936666666665
DRY23,OUT018,504.2325333333333
NCZ30,OUT018,1807.6470000000002
FDC44,OUT018,2428.8384
FDB45,OUT035,1236.9454333333333
FDY04,OUT013,2392.4413333333337
FDM27,OUT046,2398.47792
FDZ43,OUT017,4750.08352
FDT39,OUT019,2176.3670399999996
NCC06,OUT019,3291.7151999999996
FDL15,OUT027,1270.5683333333334
FDL57,OUT017,4477.726933333333
FDU08,OUT046,1562.46615
FDK40,OUT017,4545.9872857142855
FDQ12,OUT010,2664.5316
FDS48,OUT017,1730.4142000000002
FDP09,OUT045,3313.28712
FDW21,OUT049,1729.2157599999998
FDY25,OUT035,4998.293759999999
DRE13,OUT017,1552.51244
FDV43,OUT019,683.9985333333334
FDD22,OUT045,3355.6319999999996
FDM46,OUT019,1771.0279999999998
NCO30,OUT010,2327.6368
FDM25,OUT046,2841.6343999999995
NCN41,OUT049,1133.1916
FDU24,OUT045,1833.1693333333335
FDZ50,OUT046,5512.824
FDP45,OUT013,3221.4067200000004
NCM54,OUT045,2314.45396
FDW10,OUT019,2999.4289999999996
FDP20,OUT017,1170.1435
FDK32,OUT046,3608.4140666666667
FDN52,OUT049,1569.9564
FDM58,OUT045,2205.1296
FDZ46,OUT027,1547.3192
NCA18,OUT018,1042.6427999999999
FDD35,OUT046,2324.9736000000003
NCK31,OUT035,734.8212666666665
FDI40,OUT027,1628.67996
FDT50,OUT019,1326.2736000000002
NCT06,OUT046,1989.4104
FDT31,OUT035,2930.8516
FDT45,OUT049,928.1252
FDT13,OUT045,2449.4782
FDO50,OUT045,1745.7276000000002
NCU18,OUT010,2093.7190666666665
NCR54,OUT049,2199.8032
NCO18,OUT018,3128.72736
FDU09,OUT045,2129.2284
FDT13,OUT018,2449.4782
FDE09,OUT046,972.60064
NCK53,OUT019,2145.290825
FDG45,OUT049,4247.804
DRH15,OUT035,812.9418
FDO21,OUT019,2385.42824
FDD14,OUT027,2428.2835666666665
FDC09,OUT046,881.7855199999998
FDH45,OUT027,488.47526666666664
FDV32,OUT046,1127.9761666666666
FDG12,OUT035,2088.836533333333
FDS32,OUT013,1866.4276285714284
NCL55,OUT018,3390.2536
DRE01,OUT035,2908.2144
DRE15,OUT049,1151.1682
NCL42,OUT045,5962.017066666666
FDP31,OUT013,997.10208
FDN33,OUT018,1347.2463
FDZ59,OUT046,2718.6833333333334
FDE45,OUT010,3116.34348
FDJ07,OUT013,1427.30875
FDQ45,OUT018,2388.8903999999998
FDM33,OUT027,3911.7414499999995
FDO15,OUT010,1207.0954000000002
FDM46,OUT013,1771.0279999999998
FDR03,OUT045,4231.159000000001
FDY49,OUT018,2167.1789999999996
FDQ60,OUT045,120.5098
FDW10,OUT049,2999.4289999999996
FDO51,OUT049,752.7978666666667
FDJ40,OUT018,2475.0005333333334
FDS20,OUT018,2918.8671999999997
FDU45,OUT013,2020.8694500000001
FDV02,OUT035,2669.32536
FDN09,OUT046,2964.8074
NCM55,OUT027,2344.5037333333335
FDN23,OUT018,2854.506533333333
FDY31,OUT010,2564.4713714285713
FDW03,OUT010,2064.47935
FDD14,OUT046,2428.2835666666665
FDV23,OUT017,2041.8754400000003
DRI03,OUT045,2811.5069500000004
FDN13,OUT035,1072.3818666666668
FDF45,OUT027,1253.83456
FDU46,OUT035,1508.5125714285716
FDB57,OUT049,4091.7404800000004
FDV12,OUT049,2266.3832
FDQ58,OUT013,1658.9516666666668
NCA18,OUT017,1042.6427999999999
FDH52,OUT049,908.1511999999999
FDM24,OUT018,2206.59436
NCP43,OUT027,2157.192
NCO18,OUT019,3128.72736
FDM32,OUT017,786.47625
NCL07,OUT017,439.428
FDK03,OUT013,4977.711028571429
FDP59,OUT017,1391.78832
FDQ24,OUT049,3926.0894399999997
FDQ16,OUT018,2293.0152000000003
FDU44,OUT013,2734.6625333333336
FDH28,OUT010,498.101625
FDV28,OUT019,480.2320285714286
FDM22,OUT045,1025.332
FDR56,OUT046,4483.4972
FDV39,OUT049,2768.3964
FDU37,OUT019,2093.2752
FDQ11,OUT010,2775.58704
FDX02,OUT045,4163.2474
NCS42,OUT018,1915.5066
FDY57,OUT027,1588.7890285714286
FDB21,OUT049,4302.00012
FDE28,OUT017,2902.6216799999997
FDQ55,OUT017,2361.2596999999996
FDA48,OUT049,4323.3723
FDZ19,OUT045,3046.7008
NCC43,OUT045,2660.6699599999997
NCV18,OUT046,2829.65
NCA42,OUT018,2820.5951199999995
FDY45,OUT046,3730.255466666667
NCC30,OUT045,1855.7177600000002
FDM57,OUT013,1153.4985
FDL09,OUT010,1649.8524
FDB09,OUT027,1045.83864
FDT44,OUT035,1453.4413999999997
NCT06,OUT027,1989.4104
FDX26,OUT049,2527.947485714286
FDK32,OUT013,3608.4140666666667
DRA12,OUT046,1843.6002000000005
FDO46,OUT010,3245.9969333333333
FDE52,OUT013,3453.5046
NCH42,OUT045,4088.6778000000004
FDV08,OUT035,566.2629000000001
FDB47,OUT018,2299.6732
FDC28,OUT010,1389.1251200000002
FDD22,OUT046,3355.6319999999996
FDS07,OUT027,1480.0734
DRI13,OUT045,3147.2366
FDG32,OUT018,3367.4261714285713
FDU14,OUT017,4094.6699999999996
FDD28,OUT019,1025.3319999999999
NCP41,OUT017,862.8768
FDS08,OUT049,2176.0563333333334
FDX47,OUT045,2356.9320000000002
FDC53,OUT019,1248.1530666666667
FDQ19,OUT035,4665.2606000000005
FDL14,OUT045,1908.5157
FDM33,OUT019,3911.7414499999995
FDA51,OUT045,2125.2336
FDZ27,OUT018,479.37600000000003
FDT04,OUT046,487.09928
DRC13,OUT049,1632.04225
FDR16,OUT027,4701.8796
FDQ03,OUT027,2038.4132800000002
FDE38,OUT035,3647.2524
DRH23,OUT027,795.76416
FDT11,OUT019,2440.8228
FDD09,OUT035,3289.939733333333
FDR40,OUT045,1638.0899333333334
FDX07,OUT017,3021.0674999999997
FDR07,OUT035,642.6634499999999
FDA51,OUT017,2125.2336
FDT59,OUT019,3839.4466666666667
FDF20,OUT017,3284.6133333333332
FDR13,OUT045,1197.1084
FDY26,OUT049,4234.488
FDW04,OUT017,2813.0049999999997
FDK52,OUT017,3799.3876999999998
FDN60,OUT049,2852.2871999999998
FDM09,OUT019,1358.232
FDP46,OUT049,1460.5987499999999
FDB50,OUT019,1464.49368
NCQ29,OUT049,1735.5186666666666
FDP16,OUT027,3881.7471600000003
FDX33,OUT018,2781.2685333333334
FDP07,OUT010,2553.343
FDN22,OUT046,3334.6593000000003
FDF39,OUT049,5457.06325
FDS21,OUT017,470.5874400000001
NCM42,OUT013,1474.0812
FDK50,OUT019,3073.9986
DRF13,OUT027,2685.1714
FDH35,OUT018,2302.3363999999997
FDP60,OUT018,1705.9698285714287
DRJ49,OUT027,1963.31104
NCT42,OUT019,1938.8095999999998
FDE38,OUT049,3647.2524
FDI04,OUT049,3050.885828571429
NCH54,OUT045,1890.872
FDT56,OUT049,834.1142400000001
DRD15,OUT018,2522.811314285714
FDV58,OUT013,2479.4392000000003
FDP21,OUT049,3592.6568
FDH05,OUT013,4016.1056000000003
FDR10,OUT027,1981.95344
NCP06,OUT045,1792.048257142857
FDF33,OUT049,1833.6131999999998
DRK37,OUT013,3567.3563999999997
DRH49,OUT045,557.2746
FDT58,OUT013,2041.3428000000001
FDD41,OUT018,1724.7549
FDP40,OUT018,1431.73632
FDM51,OUT027,1511.0330999999999
FDO45,OUT010,1274.3412
FDW33,OUT010,1624.552
FDY24,OUT045,830.5189200000001
FDB10,OUT010,2127.2309999999998
FDM40,OUT035,1938.1437999999998
NCI06,OUT017,3091.9752
FDW12,OUT019,1990.5517714285713
FDX48,OUT027,1428.8067999999998
NCW05,OUT027,3215.814
FDX27,OUT017,1172.34064
DRM37,OUT045,3913.382171428571
FDA38,OUT045,1922.8304
FDR36,OUT046,612.40284
FDZ45,OUT046,2678.5134
FDG05,OUT017,2307.8292500000002
FDK28,OUT013,4741.02864
FDV47,OUT045,1226.0707
FDN21,OUT045,1864.4302285714286
FDP20,OUT027,1170.1435
FDI35,OUT045,4059.3825999999995
DRY23,OUT013,504.2325333333333
FDA56,OUT017,2753.6156400000004
FDB09,OUT013,1045.83864
NCO26,OUT027,2123.902
FDQ49,OUT018,1564.63
FDI52,OUT027,1572.1757333333333
FDZ44,OUT027,898.3861333333333
FDZ09,OUT018,2675.1844
FDY03,OUT049,1434.6325499999998
NCG42,OUT017,1843.6002
DRI13,OUT027,3147.2366
FDQ32,OUT013,2208.4586
FDW16,OUT035,2228.0996999999998
FDU27,OUT046,901.2268799999999
FDR28,OUT010,2642.5602
FDQ49,OUT010,1564.63
FDS37,OUT046,1467.4232
FDW26,OUT018,2495.566355555555
FDX12,OUT018,3555.0391
NCP06,OUT013,1792.048257142857
FDW45,OUT010,2697.5996666666665
NCN30,OUT049,997.5903333333332
FDN24,OUT049,993.63992
NCL41,OUT027,334.67546666666675
FDR02,OUT019,1842.5539428571426
FDD09,OUT010,3289.939733333333
FDS33,OUT010,1571.7873499999998
FDU22,OUT045,2393.9504800000004
FDI53,OUT013,1826.0674666666666
DRH01,OUT049,2571.85224
FDX32,OUT013,1816.3023999999998
NCP30,OUT018,798.7380666666667
FDB60,OUT045,2721.7904000000003
FDB14,OUT049,1504.708
NCP02,OUT035,933.28515
FDJ10,OUT017,2294.568733333333
FDG34,OUT046,1317.8084285714285
NCB18,OUT017,1652.9594666666665
FDM16,OUT049,1467.0902999999998
FDW25,OUT018,1159.02464
FDB35,OUT010,1362.8926000000001
DRN11,OUT013,2286.0243
FDF41,OUT019,3982.593666666666
FDH16,OUT045,1456.1046000000001
NCQ50,OUT018,4345.6766
DRH23,OUT018,795.76416
DRJ37,OUT013,2934.8464
DRJ24,OUT027,1966.6067499999995
FDY16,OUT035,3356.56412
FDQ27,OUT045,1599.5845000000002
FDZ33,OUT045,1792.16715
FDF29,OUT045,2155.1946
FDA08,OUT049,2110.475033333333
FDG31,OUT046,818.0462666666666
FDE34,OUT019,2968.8022
NCR30,OUT027,447.4176
FDV33,OUT035,3229.1299999999997
DRZ24,OUT018,2612.5992
NCL54,OUT035,3443.7395333333334
FDR12,OUT049,1975.4286
NCC54,OUT046,3856.3136
DRN59,OUT013,803.9535
FDX50,OUT019,1422.9810499999999
FDV31,OUT027,1529.1206666666667
NCA29,OUT027,2635.10324
FDW60,OUT049,3175.866
FDX08,OUT017,1984.7498000000003
DRD49,OUT013,3634.9350999999997
FDD33,OUT046,4298.737700000001
FDW35,OUT013,496.3539
FDJ36,OUT017,1394.45152
FDV51,OUT035,2099.9332
FDW36,OUT046,1270.3464000000001
FDH35,OUT046,2302.3363999999997
NCS30,OUT027,1992.8345142857142
FDN49,OUT017,399.4800000000001
FDL08,OUT018,3634.380266666667
FDI09,OUT013,4014.7740000000003
FDP19,OUT018,2066.6432
FDU21,OUT010,455.9778857142857
NCP41,OUT045,862.8768
FDY10,OUT013,2099.4893333333334
FDP12,OUT018,465.79367999999994
NCN26,OUT049,1874.8928
FDK44,OUT013,2224.30464
FDC28,OUT049,1389.1251200000002
FDJ41,OUT027,3139.9128
NCT29,OUT035,1644.8589
NCH42,OUT019,4088.6778000000004
FDU60,OUT018,3156.779733333333
FDS02,OUT045,3511.4292
FDC51,OUT046,2143.2102
FDU03,OUT013,2371.5796
FDX39,OUT045,3841.26652
NCY05,OUT010,670.4606
NCL06,OUT027,2878.2534
FDD32,OUT035,1028.8829333333333
NCN41,OUT045,1133.1916
NCX53,OUT049,2056.3233
FDU57,OUT019,2257.062
FDQ23,OUT046,1722.5577600000001
FDQ52,OUT045,5091.0397
FDC14,OUT045,561.019725
FDY09,OUT035,700.4216
FDQ28,OUT045,3243.7776
FDV25,OUT046,4420.912
FDJ07,OUT035,1427.30875
DRB25,OUT049,1661.5039
FDK52,OUT019,3799.3876999999998
FDY52,OUT027,765.67
FDB28,OUT046,1977.4260000000002
FDT36,OUT035,623.4107333333333
FDV25,OUT017,4420.912
NCN07,OUT027,1563.1081714285715
FDC57,OUT017,1882.5495
FDQ03,OUT018,2038.4132800000002
FDU23,OUT017,2848.2924000000003
NCX41,OUT035,2364.2558000000004
NCD06,OUT035,671.1264
FDW08,OUT045,1411.4959999999999
NCU29,OUT017,2587.742666666667
NCE06,OUT013,1229.59944
FDV52,OUT010,2050.5308400000004
FDB02,OUT017,3634.6022
NCR18,OUT045,596.5568
FDK16,OUT049,2208.85808
NCQ29,OUT010,1735.5186666666666
FDZ01,OUT019,1713.1034
FDW27,OUT035,1964.9977333333334
FDD17,OUT018,3463.4916000000003
FDW39,OUT013,2323.0871666666667
DRH59,OUT045,634.7293333333334
FDS52,OUT013,1416.8224000000002
FDU40,OUT027,2195.8084
NCF54,OUT013,2327.9697
FDH46,OUT045,1435.4647999999997
NCP14,OUT049,2439.047333333333
FDH50,OUT049,3029.8655714285715
DRF15,OUT010,957.0874999999999
FDV27,OUT027,855.9968666666667
NCJ06,OUT049,1400.3438500000002
FDN02,OUT018,3796.1696666666667
FDQ51,OUT049,765.80316
FDQ07,OUT017,3536.7296
FDS45,OUT049,1814.7805714285714
NCJ06,OUT045,1400.3438500000002
FDD36,OUT035,1511.0331
FDY25,OUT045,4998.293759999999
FDU52,OUT046,1760.20875
DRK47,OUT017,3242.84548
NCL30,OUT017,3068.0064
FDN22,OUT035,3334.6593000000003
NCF30,OUT027,1740.7341000000004
FDK03,OUT035,4977.711028571429
FDT45,OUT017,928.1252
NCC54,OUT027,3856.3136
FDP08,OUT018,3332.46216
FDU44,OUT046,2734.6625333333336
DRG39,OUT035,981.8330666666666
FDU32,OUT049,1726.0865000000001
FDY27,OUT049,2248.27344
NCP54,OUT013,2155.5275000000006
NCZ41,OUT049,1827.4878400000002
DRL49,OUT013,926.1278000000001
FDI05,OUT018,1529.7864666666665
FDY56,OUT045,3752.3655750000003
DRC13,OUT013,1632.04225
NCV29,OUT017,1955.4545999999998
FDR24,OUT049,1456.1046000000001
FDZ34,OUT018,4827.05
FDP37,OUT035,2004.59064
FDX08,OUT027,1984.7498000000003
FDS57,OUT045,1901.8101428571426
NCG18,OUT049,1845.5976000000003
FDK25,OUT018,3368.9480000000003
FDH53,OUT049,1197.1084
DRI59,OUT018,4586.0304
FDA52,OUT046,2893.5668
FDT20,OUT010,810.9444
FDE36,OUT019,4012.7765999999997
FDI24,OUT017,3564.0274000000004
FDB28,OUT018,1977.4260000000002
FDV11,OUT017,1707.2776499999998
FDP01,OUT046,1321.3910666666668
FDD34,OUT027,2446.815
FDJ50,OUT027,981.8330666666666
FDZ44,OUT013,898.3861333333333
DRO59,OUT035,1043.6415
DRB48,OUT045,622.9034571428572
FDR21,OUT018,2369.2968571428573
NCE42,OUT010,4814.1334799999995
FDO23,OUT046,1553.2162857142855
NCE30,OUT018,2123.902
FDQ22,OUT035,602.3270666666667
FDY01,OUT045,1871.73025
FDS08,OUT017,2176.0563333333334
FDG28,OUT018,2572.6512
FDQ51,OUT018,765.80316
FDB05,OUT017,3095.97
FDO56,OUT049,914.01024
FDE02,OUT018,1764.9026399999996
FDN45,OUT017,3467.4864000000002
FDS09,OUT013,657.8104000000001
NCA54,OUT018,2210.28955
FDP09,OUT010,3313.28712
