Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ58,OUT013,2496.1875
NCA18,OUT017,1925.6875
FDH52,OUT049,1170.6875
FDM24,OUT018,2141.6875
NCP43,OUT027,4332.8125
NCO18,OUT019,907.5625
FDM32,OUT017,1554.1875
NCL07,OUT017,790.4375
FDK03,OUT013,4112.8125
FDP59,OUT017,1768.6875
FDQ24,OUT049,4074.6875
FDQ16,OUT018,1447.6875
FDU44,OUT013,2665.9375
FDH28,OUT010,-1261.125
FDV28,OUT019,-1287.25
FDM22,OUT045,861.5625
FDR56,OUT046,3186.9375
FDV39,OUT049,3249.6875
FDU37,OUT019,-511.75
FDQ11,OUT010,2042.875
FDX02,OUT045,3496.3125
NCS42,OUT018,1157.4375
FDY57,OUT027,2997.5625
FDB21,OUT049,3858.6875
FDE28,OUT017,3783.6875
FDQ55,OUT017,2005.4375
FDA48,OUT049,3612.6875
FDZ19,OUT045,2663.0625
NCC43,OUT045,3820.0625
NCV18,OUT046,1312.4375
NCA42,OUT018,2204.4375
FDY45,OUT046,4118.6875
NCC30,OUT045,2725.0625
FDM57,OUT013,1462.1875
FDL09,OUT010,753.875
FDB09,OUT027,3445.0625
FDT44,OUT035,2015.9375
NCT06,OUT027,4040.8125
FDX26,OUT049,2989.6875
FDK32,OUT013,2537.4375
DRA12,OUT046,2299.5625
FDO46,OUT010,1163.375
FDE52,OUT013,1549.6875
NCH42,OUT045,3468.0625
FDV08,OUT035,900.9375
FDB47,OUT018,3040.6875
FDC28,OUT010,-99.625
FDD22,OUT046,1842.6875
FDS07,OUT027,3316.0625
DRI13,OUT045,3366.4375
FDG32,OUT018,3223.1875
FDU14,OUT017,4093.6875
FDD28,OUT019,-851.25
NCP41,OUT017,1843.4375
FDS08,OUT049,2813.6875
FDX47,OUT045,2456.8125
FDC53,OUT019,-241.75
FDQ19,OUT035,3976.4375
FDL14,OUT045,2445.3125
FDM33,OUT019,1652.25
FDA51,OUT045,1785.5625
FDZ27,OUT018,598.6875
FDT04,OUT046,648.9375
DRC13,OUT049,2119.6875
FDR16,OUT027,4825.5625
FDQ03,OUT027,5274.0625
FDE38,OUT035,2763.4375
DRH23,OUT027,2311.5625
FDT11,OUT019,1106.75
FDD09,OUT035,3022.9375
FDR40,OUT045,1322.3125
FDX07,OUT017,3101.9375
FDR07,OUT035,1638.9375
FDA51,OUT017,1968.4375
FDT59,OUT019,1819.0
FDF20,OUT017,3222.9375
FDR13,OUT045,1840.8125
FDY26,OUT049,3470.6875
FDW04,OUT017,2255.9375
FDK52,OUT017,3710.9375
FDN60,OUT049,2590.6875
FDM09,OUT019,883.75
FDP46,OUT049,1527.6875
FDB50,OUT019,-629.25
NCQ29,OUT049,4183.1875
FDP16,OUT027,5360.5625
FDX33,OUT018,2319.1875
FDP07,OUT010,1153.875
FDN22,OUT046,4060.6875
FDF39,OUT049,4307.6875
FDS21,OUT017,1129.4375
NCM42,OUT013,1725.1875
FDK50,OUT019,748.25
DRF13,OUT027,3785.5625
FDH35,OUT018,2334.1875
FDP60,OUT018,1352.1875
DRJ49,OUT027,3518.5625
NCT42,OUT019,427.0625
FDE38,OUT049,2712.6875
FDI04,OUT049,3284.6875
NCH54,OUT045,2401.3125
FDT56,OUT049,1049.6875
DRD15,OUT018,3366.6875
FDV58,OUT013,3110.1875
FDP21,OUT049,3088.6875
FDH05,OUT013,3781.4375
FDR10,OUT027,4042.5625
NCP06,OUT045,2249.3125
FDF33,OUT049,1833.6875
DRK37,OUT013,2919.3125
DRH49,OUT045,1225.6875
FDT58,OUT013,2704.1875
FDD41,OUT018,1450.6875
FDP40,OUT018,1507.1875
FDM51,OUT027,3166.0625
FDO45,OUT010,-433.625
FDW33,OUT010,-204.125
FDY24,OUT045,870.3125
FDB10,OUT010,1862.375
FDM40,OUT035,2395.1875
NCI06,OUT017,2929.1875
FDW12,OUT019,493.0
FDX48,OUT027,3962.0625
NCW05,OUT027,3126.8125
FDX27,OUT017,1631.6875
DRM37,OUT045,3044.1875
FDA38,OUT045,3636.8125
FDR36,OUT046,799.4375
FDZ45,OUT046,3188.6875
FDG05,OUT017,2688.4375
FDK28,OUT013,4012.9375
FDV47,OUT045,1296.3125
FDN21,OUT045,2486.3125
FDP20,OUT027,3475.0625
FDI35,OUT045,2838.8125
DRY23,OUT013,776.8125
FDA56,OUT017,2084.4375
FDB09,OUT013,2013.1875
NCO26,OUT027,3275.3125
FDQ49,OUT018,2247.1875
FDI52,OUT027,3393.5625
FDZ44,OUT027,3344.5625
FDZ09,OUT018,2319.1875
FDY03,OUT049,1911.6875
NCG42,OUT017,2122.6875
DRI13,OUT027,4908.0625
FDQ32,OUT013,2071.3125
FDW16,OUT035,1640.4375
FDU27,OUT046,818.9375
FDR28,OUT010,755.875
FDQ49,OUT010,644.375
FDS37,OUT046,1891.6875
FDW26,OUT018,3260.6875
FDX12,OUT018,3625.1875
NCP06,OUT013,2374.4375
FDW45,OUT010,419.375
NCN30,OUT049,1573.1875
FDN24,OUT049,953.6875
NCL41,OUT027,2069.8125
FDR02,OUT019,-108.0
FDD09,OUT010,1008.375
FDS33,OUT010,-485.125
FDU22,OUT045,1852.8125
FDI53,OUT013,2663.9375
DRH01,OUT049,2824.6875
FDX32,OUT013,2379.1875
NCP30,OUT018,288.4375
FDB60,OUT045,3036.0625
FDB14,OUT049,1594.6875
NCP02,OUT035,1071.6875
FDJ10,OUT017,2320.9375
FDG34,OUT046,1848.1875
NCB18,OUT017,1444.6875
FDM16,OUT049,1368.6875
FDW25,OUT018,1088.1875
FDB35,OUT010,-381.125
DRN11,OUT013,2279.5625
FDF41,OUT019,2032.25
FDH16,OUT045,1385.0625
NCQ50,OUT018,3066.9375
DRH23,OUT018,570.6875
DRJ37,OUT013,2443.3125
DRJ24,OUT027,4358.0625
FDY16,OUT035,3110.4375
FDQ27,OUT045,1645.8125
FDZ33,OUT045,2302.5625
FDF29,OUT045,2078.0625
FDA08,OUT049,2754.6875
FDG31,OUT046,1093.4375
FDE34,OUT019,984.5
NCR30,OUT027,2571.3125
FDV33,OUT035,4271.4375
DRZ24,OUT018,1615.6875
NCL54,OUT035,2888.4375
FDR12,OUT049,2886.6875
NCC54,OUT046,3843.9375
DRN59,OUT013,771.8125
FDX50,OUT019,-143.25
FDV31,OUT027,4290.5625
NCA29,OUT027,4163.8125
FDW60,OUT049,2888.6875
FDX08,OUT017,3008.9375
DRD49,OUT013,3736.3125
FDD33,OUT046,3716.1875
FDW35,OUT013,771.0625
FDJ36,OUT017,1788.4375
FDV51,OUT035,2786.1875
FDW36,OUT046,1743.1875
FDH35,OUT046,2653.6875
NCS30,OUT027,3462.3125
FDN49,OUT017,800.4375
FDL08,OUT018,3635.6875
FDI09,OUT013,3894.5625
FDP19,OUT018,1791.6875
FDU21,OUT010,-1281.125
NCP41,OUT045,1653.0625
FDY10,OUT013,1845.1875
FDP12,OUT018,408.6875
NCN26,OUT049,1935.1875
FDK44,OUT013,2810.6875
FDC28,OUT049,1865.6875
FDJ41,OUT027,5552.0625
NCT29,OUT035,2102.9375
NCH42,OUT019,1650.3125
FDU60,OUT018,2425.1875
FDS02,OUT045,3059.5625
FDC51,OUT046,2070.4375
FDU03,OUT013,2986.1875
FDX39,OUT045,3349.5625
NCY05,OUT010,-1313.8125
NCL06,OUT027,5539.3125
FDD32,OUT035,1479.1875
NCN41,OUT045,1880.0625
NCX53,OUT049,2338.1875
FDU57,OUT019,549.25
FDQ23,OUT046,1690.1875
FDQ52,OUT045,3872.5625
FDC14,OUT045,670.8125
FDY09,OUT035,2954.6875
FDQ28,OUT045,2468.0625
FDV25,OUT046,3459.4375
FDJ07,OUT035,2021.9375
DRB25,OUT049,1762.6875
FDK52,OUT019,1726.25
FDY52,OUT027,2512.0625
FDB28,OUT046,3110.1875
FDT36,OUT035,736.6875
FDV25,OUT017,3554.1875
NCN07,OUT027,3529.3125
FDC57,OUT017,3208.4375
FDQ03,OUT018,3539.1875
FDU23,OUT017,2782.6875
NCX41,OUT035,3515.9375
NCD06,OUT035,835.6875
FDW08,OUT045,1647.3125
NCU29,OUT017,2416.1875
NCE06,OUT013,2495.5625
FDV52,OUT010,-20.125
FDB02,OUT017,2973.4375
NCR18,OUT045,595.8125
FDK16,OUT049,1620.6875
NCQ29,OUT010,2186.6875
FDZ01,OUT019,-138.75
FDW27,OUT035,2619.9375
FDD17,OUT018,3453.1875
FDW39,OUT013,2901.4375
DRH59,OUT045,1113.6875
FDS52,OUT013,1693.8125
FDU40,OUT027,4540.0625
NCF54,OUT013,2736.4375
FDH46,OUT045,1633.3125
NCP14,OUT049,1704.1875
FDH50,OUT049,3068.6875
DRF15,OUT010,508.8125
FDV27,OUT027,2938.0625
NCJ06,OUT049,1927.1875
FDN02,OUT018,2988.6875
FDQ51,OUT049,923.6875
FDQ07,OUT017,3681.4375
FDS45,OUT049,1809.6875
NCJ06,OUT045,1782.5625
FDD36,OUT035,2037.4375
FDY25,OUT045,2860.8125
FDU52,OUT046,2494.6875
DRK47,OUT017,3646.5625
NCL30,OUT017,2093.4375
FDN22,OUT035,4180.1875
NCF30,OUT027,3391.8125
FDK03,OUT035,4242.1875
FDT45,OUT017,995.9375
NCC54,OUT027,5251.3125
FDP08,OUT018,2836.1875
FDU44,OUT046,2674.6875
DRG39,OUT035,979.5625
FDU32,OUT049,2065.6875
FDY27,OUT049,2892.6875
NCP54,OUT013,1970.4375
NCZ41,OUT049,2091.1875
DRL49,OUT013,2298.6875
FDI05,OUT018,995.1875
FDY56,OUT045,3570.5625
DRC13,OUT013,2079.5625
NCV29,OUT017,2966.6875
FDR24,OUT049,1551.6875
FDZ34,OUT018,2738.1875
FDP37,OUT035,2138.9375
FDX08,OUT027,4346.0625
FDS57,OUT045,2195.5625
NCG18,OUT049,1687.1875
FDK25,OUT018,2435.1875
FDH53,OUT049,1451.6875
DRI59,OUT018,3241.6875
FDA52,OUT046,2878.1875
FDT20,OUT010,-1236.125
FDE36,OUT019,720.25
FDI24,OUT017,2895.4375
FDB28,OUT018,2820.6875
FDV11,OUT017,2960.4375
FDP01,OUT046,2496.6875
FDD34,OUT027,4046.5625
FDJ50,OUT027,2358.5625
FDZ44,OUT013,1936.9375
DRO59,OUT035,1343.5625
DRB48,OUT045,592.6875
FDR21,OUT018,2493.6875
NCE42,OUT010,1790.6875
FDO23,OUT046,1501.9375
NCE30,OUT018,3043.9375
FDQ22,OUT035,780.4375
FDY01,OUT045,1821.3125
FDS08,OUT017,2863.6875
FDG28,OUT018,3673.6875
FDQ51,OUT018,554.1875
FDB05,OUT017,3901.9375
FDO56,OUT049,2014.6875
FDE02,OUT018,1223.1875
FDN45,OUT017,3633.4375
FDS09,OUT013,940.0625
NCA54,OUT018,2550.4375
FDP09,OUT010,1466.375
FDC53,OUT045,1540.5625
NCM55,OUT017,3065.4375
FDL09,OUT018,2417.6875
FDA11,OUT019,-338.25
FDA50,OUT045,1445.0625
FDC23,OUT017,2958.9375
FDE22,OUT049,2624.6875
FDD23,OUT046,3048.1875
NCA29,OUT049,2788.1875
FDK38,OUT046,2368.1875
DRC13,OUT046,2032.0625
NCP43,OUT049,2935.1875
FDX28,OUT049,1705.6875
FDF08,OUT049,1571.6875
FDZ33,OUT046,2404.1875
FDD10,OUT049,2965.6875
FDO58,OUT017,2692.4375
FDI50,OUT017,3788.9375
FDO58,OUT045,2553.3125
FDX08,OUT013,2930.1875
NCK17,OUT010,-1200.8125
FDF39,OUT035,4366.1875
FDU45,OUT010,-58.625
NCJ18,OUT018,1533.4375
DRC27,OUT019,2006.6875
DRC25,OUT035,1492.8125
FDU59,OUT035,2652.4375
FDU28,OUT035,3179.9375
NCP30,OUT046,587.4375
FDB39,OUT018,653.6875
FDE41,OUT013,1502.4375
DRH11,OUT010,-1014.1875
FDA58,OUT045,3670.8125
FDU50,OUT046,1909.1875
FDM34,OUT013,2106.9375
FDM44,OUT027,3118.0625
FDR39,OUT045,2835.3125
FDM25,OUT045,2777.5625
FDQ49,OUT049,2611.6875
DRH25,OUT018,522.6875
FDM09,OUT027,4218.5625
FDL44,OUT019,713.5
NCR42,OUT018,264.4375
DRL59,OUT046,852.8125
FDX43,OUT013,2671.8125
DRK47,OUT010,1629.3125
FDU48,OUT018,1801.6875
FDY12,OUT045,823.8125
NCN43,OUT018,1701.4375
NCM55,OUT018,2649.9375
FDQ21,OUT027,3399.5625
FDX13,OUT035,4066.4375
NCK30,OUT027,5435.3125
FDG20,OUT049,2918.6875
DRG27,OUT017,784.5625
FDY14,OUT018,3889.6875
FDP59,OUT035,1801.1875
FDU60,OUT017,2831.1875
NCC18,OUT019,771.5625
DRJ39,OUT017,3537.8125
FDS07,OUT049,1925.6875
FDM08,OUT027,5049.5625
FDP51,OUT045,1895.3125
FDU16,OUT035,1510.6875
FDH12,OUT013,1750.9375
DRE48,OUT010,1194.8125
NCL42,OUT027,5296.3125
FDR21,OUT045,2731.8125
NCW29,OUT035,2227.4375
FDO11,OUT013,4019.4375
NCM31,OUT049,2314.1875
FDV35,OUT019,566.0
FDF58,OUT017,1153.1875
NCE43,OUT049,2720.1875
FDA02,OUT035,2486.9375
DRL37,OUT010,-1218.6875
FDR24,OUT018,1201.6875
