Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCT29,OUT013,1905.6415413919392
FDZ27,OUT046,772.4026691588788
FDN57,OUT017,1905.6415413919392
FDA03,OUT018,2535.4464415300545
FDZ36,OUT045,3611.1382373626348
NCU05,OUT013,1243.4550884210523
FDT39,OUT018,2215.1779236842103
FDK60,OUT017,1461.742283116883
FDZ25,OUT017,2957.0841199999995
FDG12,OUT046,3464.1574
DRB01,OUT019,186.20206666666664
NCC43,OUT027,5313.1505799999995
FDX13,OUT019,341.7903882352941
FDM22,OUT049,1064.922440740741
FDJ03,OUT027,759.012
FDU14,OUT018,3196.983439130435
FDB33,OUT010,312.2602
FDP27,OUT046,4427.379771428571
FDO38,OUT010,187.42270000000005
FDE28,OUT027,8156.3829000000005
FDO27,OUT035,1508.7747783783786
DRL23,OUT027,2448.01344
FDS28,OUT046,786.132253333333
FDX24,OUT013,1187.5541699999999
FDZ02,OUT035,2271.9990782608693
FDL46,OUT045,1905.6415413919392
FDS60,OUT027,4994.581925
NCO06,OUT017,849.0059666666666
FDO16,OUT035,1301.5495641791038
FDC60,OUT049,799.3880142857141
FDA48,OUT018,2399.617177777778
FDZ36,OUT027,5190.9097
FDK27,OUT045,2038.0137999999997
FDW23,OUT018,154.90946666666665
FDM14,OUT018,1173.6722400000003
FDM14,OUT013,1698.6920516129032
FDW60,OUT018,2957.0841199999995
FDE21,OUT013,2038.0137999999997
NCM42,OUT035,1698.6920516129032
FDY59,OUT010,176.15666315789474
DRI49,OUT049,1493.7398210526317
FDT28,OUT019,369.29706666666675
FDQ22,OUT018,422.58326000000005
FDR60,OUT049,1266.3833047619048
FDC50,OUT019,476.21344999999997
FDV24,OUT013,2215.1779236842103
DRF48,OUT010,379.506
FDQ47,OUT046,601.9340597222222
DRN36,OUT049,1461.742283116883
NCY06,OUT035,1905.6415413919392
FDE52,OUT035,1023.7784666666665
NCB54,OUT045,1905.6415413919392
NCF31,OUT035,2215.1779236842103
FDJ08,OUT027,5190.9097
NCC07,OUT017,1698.6920516129032
NCD19,OUT027,1078.596
FDL46,OUT049,1905.6415413919392
FDM20,OUT045,4230.758195024874
NCI06,OUT010,602.3270666666667
DRM11,OUT035,4379.03547586207
NCH07,OUT018,2056.92252
FDS23,OUT013,2151.8655999999996
FDO49,OUT018,702.4189999999999
FDS35,OUT049,1080.9993756097558
DRK39,OUT045,1493.7398210526317
DRI39,OUT049,617.4046625
FDV04,OUT017,2504.685769361704
NCN14,OUT035,3611.1382373626348
FDH08,OUT013,3709.7364970370363
FDS20,OUT046,3611.1382373626348
FDV40,OUT049,799.79225
FDZ48,OUT010,215.82323125000002
FDS24,OUT027,2466.789
FDK44,OUT049,2630.505715789474
FDS48,OUT045,2535.4464415300545
FDK26,OUT010,556.6088
FDD23,OUT045,2655.283564835165
NCH54,OUT017,2504.685769361704
NCP14,OUT010,442.757
FDM60,OUT010,41.54592
FDV24,OUT017,2215.1779236842103
FDH08,OUT018,3196.983439130435
FDS12,OUT027,3828.4947391304354
FDR39,OUT027,3330.7754666666674
FDP12,OUT027,916.8984344827587
DRF60,OUT027,5443.5808
FDC09,OUT035,1580.7302545454543
FDF50,OUT018,3980.65175
FDG28,OUT035,4379.03547586207
NCE19,OUT017,786.132253333333
NCM53,OUT010,301.1464615384616
NCN18,OUT049,1755.9781458333337
FDF32,OUT035,1127.1994
FDF11,OUT013,4230.758195024874
DRI59,OUT049,3709.7364970370363
NCG54,OUT035,2504.685769361704
FDM44,OUT046,1698.6920516129032
FDT57,OUT018,1667.8290000000002
FDV24,OUT046,2215.1779236842103
FDI50,OUT019,600.5900115384618
FDS09,OUT035,772.4026691588788
NCC31,OUT027,2511.3976
FDQ07,OUT019,600.5900115384618
FDC22,OUT017,3206.872514062502
FDZ56,OUT046,2513.1110558823534
FDZ40,OUT019,140.61696
FDS46,OUT027,1977.0931
DRD24,OUT045,3704.5112
FDV45,OUT017,2655.283564835165
FDL26,OUT045,2535.4464415300545
FDA56,OUT018,487.3656
FDN27,OUT046,1905.6415413919392
FDM20,OUT049,4230.758195024874
FDO16,OUT017,3079.325
FDL03,OUT035,3206.872514062502
FDE58,OUT046,2504.6286333333333
FDI02,OUT027,5063.4090000000015
NCC55,OUT019,37.9506
FDR03,OUT018,3196.983439130435
FDB14,OUT017,1365.4559299999996
FDR45,OUT013,4230.758195024874
NCN07,OUT017,2749.9992947368423
FDM51,OUT019,476.21344999999997
FDT52,OUT027,6894.3589999999995
FDL26,OUT046,2535.4464415300545
NCZ42,OUT046,3809.3613840000007
DRI47,OUT019,369.29706666666675
FDW40,OUT013,1702.8500800000002
FDN34,OUT046,2504.685769361704
FDS01,OUT035,3413.72305
NCG55,OUT045,1905.6415413919392
FDC11,OUT035,1270.4415142857144
FDX35,OUT018,2399.617177777778
NCB06,OUT046,2504.685769361704
FDR09,OUT019,600.5900115384618
FDC53,OUT017,1570.6724490566044
FDY45,OUT013,4230.758195024874
FDA22,OUT010,271.2659428571428
FDE02,OUT035,1461.742283116883
FDW21,OUT045,1954.9144226415092
FDV34,OUT046,1193.7794000000001
FDS59,OUT049,1914.97396
NCW17,OUT017,2749.9992947368423
NCK54,OUT046,2314.774754545455
FDG17,OUT019,341.7903882352941
FDG35,OUT017,3688.3893285714294
FDD08,OUT010,50.26790000000001
NCO07,OUT017,5860.3715999999995
FDJ10,OUT010,564.5984
FDW36,OUT017,1316.4958514285715
FDW21,OUT010,112.12072000000002
FDY19,OUT017,1905.6415413919392
DRE03,OUT013,702.4189999999999
NCC55,OUT049,779.0525799999999
FDH52,OUT010,140.61696
FDO09,OUT017,3751.3229927272732
FDU43,OUT045,4230.758195024874
FDX09,OUT010,355.98106666666666
FDH40,OUT019,177.1028
FDW58,OUT017,1698.6920516129032
FDC47,OUT017,2916.9437777777775
NCR41,OUT035,1187.5541699999999
DRG49,OUT035,4230.758195024874
FDC52,OUT027,4760.913866666667
FDY13,OUT046,1484.8373137931032
FDY35,OUT013,601.9340597222222
FDI35,OUT017,3611.1382373626348
NCU18,OUT049,1479.6572749999998
FDY33,OUT018,2056.92252
FDC15,OUT027,3816.6052879999997
FDU01,OUT049,2655.283564835165
NCU42,OUT046,2957.0841199999995
NCV29,OUT018,2513.1110558823534
NCY30,OUT017,2311.3247000000006
FDQ46,OUT049,1755.9781458333337
FDG58,OUT027,3367.2835
FDK33,OUT017,2838.9712
NCD07,OUT045,1329.3806666666667
NCX29,OUT027,3844.3292
NCT42,OUT013,2215.1779236842103
DRN59,OUT035,1724.422
FDI44,OUT035,1607.9070000000004
FDA45,OUT049,3310.5795333333335
FDP31,OUT045,1080.9993756097558
FDY01,OUT046,2151.8655999999996
FDT09,OUT018,1615.0545588235293
DRH03,OUT027,1950.4610999999998
FDA36,OUT018,2485.2094666666667
NCF31,OUT017,2215.1779236842103
FDG14,OUT049,2215.1779236842103
FDG28,OUT027,5313.1505799999995
FDU14,OUT049,4230.758195024874
FDY47,OUT019,254.3356
FDI56,OUT049,1473.128417241379
DRD01,OUT013,149.1392
FDM22,OUT046,1064.922440740741
FDH33,OUT013,601.9340597222222
DRZ24,OUT013,2504.6286333333333
NCQ38,OUT046,1698.6920516129032
FDO16,OUT027,2061.3168
FDU07,OUT027,3994.035562962963
NCB07,OUT013,3206.872514062502
FDU48,OUT045,1905.6415413919392
NCM43,OUT045,2513.1110558823534
FDR31,OUT010,886.8456
DRK49,OUT018,378.37414
NCI30,OUT010,600.5900115384618
DRD60,OUT017,3611.1382373626348
NCG19,OUT046,3751.3229927272732
FDH12,OUT035,1316.4958514285715
FDM32,OUT035,1301.5495641791038
FDM27,OUT035,2535.4464415300545
NCU53,OUT027,4923.5909999999985
NCQ18,OUT046,1570.6724490566044
FDS10,OUT013,2630.505715789474
FDB33,OUT027,3816.6052879999997
FDI12,OUT013,1270.4415142857144
NCW42,OUT013,3709.7364970370363
NCC06,OUT018,1615.0545588235293
FDW02,OUT017,1905.6415413919392
NCD43,OUT017,1698.6920516129032
FDM57,OUT018,1493.7398210526317
FDA58,OUT017,3751.3229927272732
FDK56,OUT046,3611.1382373626348
FDP52,OUT045,3709.7364970370363
FDW20,OUT018,1749.5961275862066
FDS52,OUT049,1698.6920516129032
NCT29,OUT018,1749.5961275862066
NCL54,OUT013,3310.5795333333335
FDC05,OUT045,2655.283564835165
FDF34,OUT035,3206.872514062502
FDP03,OUT027,1565.9616
FDD32,OUT010,175.7712
FDZ10,OUT045,1905.6415413919392
FDZ40,OUT035,786.132253333333
FDD51,OUT018,378.37414
NCY30,OUT019,531.3084
FDP58,OUT017,2916.9437777777775
FDV49,OUT017,4230.758195024874
FDY24,OUT019,161.7894
NCO55,OUT017,1755.9781458333337
FDR13,OUT017,2038.0137999999997
FDS51,OUT017,878.6396149999997
FDP26,OUT045,1755.9781458333337
NCB54,OUT027,3828.4947391304354
FDF32,OUT017,3206.872514062502
FDN31,OUT018,3206.872514062502
DRM48,OUT017,779.0525799999999
FDN20,OUT049,2957.0841199999995
DRL01,OUT046,3099.4776292682923
FDV56,OUT049,1580.7302545454543
DRH13,OUT027,2448.01344
FDA03,OUT017,2535.4464415300545
FDF47,OUT027,5245.880879487179
FDX32,OUT046,4310.611133333333
FDX57,OUT049,2271.9990782608693
NCA30,OUT045,2655.283564835165
FDO49,OUT013,702.4189999999999
FDL04,OUT019,261.60818461538463
DRM48,OUT035,779.0525799999999
FDR16,OUT013,4175.120833333333
NCC19,OUT018,3206.872514062502
NCE42,OUT045,4230.758195024874
FDY24,OUT017,1402.1748
FDH19,OUT049,1715.132504761905
FDJ46,OUT013,3012.597044444446
FDN45,OUT010,600.5900115384618
FDY08,OUT035,2151.8655999999996
FDZ37,OUT035,1473.128417241379
NCT30,OUT045,772.4026691588788
DRY23,OUT018,568.5932
NCZ30,OUT018,2870.9296
FDC44,OUT018,2862.94
FDB45,OUT035,1698.6920516129032
FDY04,OUT013,2504.685769361704
FDM27,OUT046,2504.685769361704
FDZ43,OUT017,4230.758195024874
FDT39,OUT019,453.4098
NCC06,OUT019,524.6504
FDL15,OUT027,3816.6052879999997
FDL57,OUT017,7919.912933333333
FDU08,OUT046,1570.6724490566044
FDK40,OUT017,4230.758195024874
FDQ12,OUT010,600.5900115384618
FDS48,OUT017,2535.4464415300545
FDP09,OUT045,3709.7364970370363
FDW21,OUT049,2271.9990782608693
FDY25,OUT035,3611.1382373626348
DRE13,OUT017,1473.128417241379
FDV43,OUT019,41.54592
FDD22,OUT045,1755.9781458333337
FDM46,OUT019,261.60818461538463
NCO30,OUT010,432.0263792207792
FDM25,OUT046,3012.597044444446
NCN41,OUT049,1905.6415413919392
FDU24,OUT045,1365.4559299999996
FDZ50,OUT046,3611.1382373626348
FDP45,OUT013,4230.758195024874
NCM54,OUT045,1905.6415413919392
FDW10,OUT019,347.5476
FDP20,OUT017,1905.6415413919392
FDK32,OUT046,2535.4464415300545
FDN52,OUT049,1243.4550884210523
FDM58,OUT045,1580.7302545454543
FDZ46,OUT027,2110.364066666667
NCA18,OUT018,1615.0545588235293
FDD35,OUT046,2314.774754545455
NCK31,OUT035,772.4026691588788
FDI40,OUT027,2826.4603534883718
FDT50,OUT019,476.21344999999997
NCT06,OUT046,2504.685769361704
FDT31,OUT035,2552.6772
FDT45,OUT049,1064.922440740741
FDT13,OUT045,3206.872514062502
FDO50,OUT045,1473.128417241379
NCU18,OUT010,274.6324121212121
NCR54,OUT049,3206.872514062502
NCO18,OUT018,2513.1110558823534
FDU09,OUT045,786.132253333333
FDT13,OUT018,3206.872514062502
FDE09,OUT046,1698.6920516129032
NCK53,OUT019,89.21719999999999
FDG45,OUT049,3709.7364970370363
DRH15,OUT035,779.0525799999999
FDO21,OUT019,213.056
FDD14,OUT027,7192.6374
FDC09,OUT046,1580.7302545454543
FDH45,OUT027,916.8984344827587
FDV32,OUT046,1080.9993756097558
FDG12,OUT035,2038.0137999999997
FDS32,OUT013,1237.6270857142858
NCL55,OUT018,2399.617177777778
DRE01,OUT035,3751.3229927272732
DRE15,OUT049,1571.5543199999997
NCL42,OUT045,4230.758195024874
FDP31,OUT013,1162.4262727272728
FDN33,OUT018,1365.4559299999996
FDZ59,OUT046,2504.685769361704
FDE45,OUT010,355.98106666666666
FDJ07,OUT013,2038.0137999999997
FDQ45,OUT018,3611.1382373626348
FDM33,OUT027,5245.880879487179
FDO15,OUT010,400.8116
FDM46,OUT013,3289.0519999999997
FDR03,OUT045,2876.3511142857146
FDY49,OUT018,2513.1110558823534
FDQ60,OUT045,1905.6415413919392
FDW10,OUT049,2630.505715789474
FDO51,OUT049,601.9340597222222
FDJ40,OUT018,1173.6722400000003
FDS20,OUT018,3611.1382373626348
FDU45,OUT013,2749.9992947368423
FDV02,OUT035,2504.685769361704
FDN09,OUT046,4379.03547586207
NCM55,OUT027,6029.4848
FDN23,OUT018,2793.7775030303033
FDY31,OUT010,222.7101
FDW03,OUT010,215.7192
FDD14,OUT046,3802.851276595745
FDV23,OUT017,1905.6415413919392
DRI03,OUT045,2957.0841199999995
FDN13,OUT035,3289.0519999999997
FDF45,OUT027,1877.4535692307693
FDU46,OUT035,1301.5495641791038
FDB57,OUT049,3709.7364970370363
FDV12,OUT049,1461.742283116883
FDQ58,OUT013,2215.1779236842103
NCA18,OUT017,1329.3806666666667
FDH52,OUT049,878.6396149999997
FDM24,OUT018,2215.1779236842103
NCP43,OUT027,3235.788
NCO18,OUT019,355.98106666666666
FDM32,OUT017,1301.5495641791038
NCL07,OUT017,1537.9979999999996
FDK03,OUT013,4379.03547586207
FDP59,OUT017,1580.7302545454543
FDQ24,OUT049,4230.758195024874
FDQ16,OUT018,1173.6722400000003
FDU44,OUT013,2504.685769361704
FDH28,OUT010,70.70796
FDV28,OUT019,231.6984
FDM22,OUT045,1064.922440740741
FDR56,OUT046,3206.872514062502
FDV39,OUT049,3206.872514062502
FDU37,OUT019,476.21344999999997
FDQ11,OUT010,1281.665
FDX02,OUT045,3709.7364970370363
NCS42,OUT018,1461.742283116883
FDY57,OUT027,2466.789
FDB21,OUT049,5473.8747
FDE28,OUT017,2916.9437777777775
FDQ55,OUT017,2038.0137999999997
FDA48,OUT049,3709.7364970370363
FDZ19,OUT045,2640.6652307692307
NCC43,OUT045,3501.7909523809517
NCV18,OUT046,1493.7398210526317
NCA42,OUT018,2957.0841199999995
FDY45,OUT046,3809.3613840000007
NCC30,OUT045,2513.1110558823534
FDM57,OUT013,1243.4550884210523
FDL09,OUT010,162.56616666666667
FDB09,OUT027,2789.4459230769235
FDT44,OUT035,1905.6415413919392
NCT06,OUT027,5423.6068
FDX26,OUT049,3611.1382373626348
FDK32,OUT013,2535.4464415300545
DRA12,OUT046,2248.8246604651167
FDO46,OUT010,432.0263792207792
FDE52,OUT013,1270.4415142857144
NCH42,OUT045,4175.120833333333
FDV08,OUT035,601.9340597222222
FDB47,OUT018,3196.983439130435
FDC28,OUT010,177.38814285714284
FDD22,OUT046,1894.3205025641028
FDS07,OUT027,5351.0346
DRI13,OUT045,3709.7364970370363
FDG32,OUT018,3585.333
FDU14,OUT017,4230.758195024874
FDD28,OUT019,59.03426666666667
NCP41,OUT017,1698.6920516129032
FDS08,OUT049,2640.6652307692307
FDX47,OUT045,2504.685769361704
FDC53,OUT019,207.06380000000001
FDQ19,OUT035,4379.03547586207
FDL14,OUT045,2215.1779236842103
FDM33,OUT019,600.5900115384618
FDA51,OUT045,2151.8655999999996
FDZ27,OUT018,514.8170461538461
FDT04,OUT046,601.9340597222222
DRC13,OUT049,2038.0137999999997
FDR16,OUT027,5245.880879487179
FDQ03,OUT027,10446.80148
FDE38,OUT035,2504.685769361704
DRH23,OUT027,1423.661981818182
FDT11,OUT019,556.6088
FDD09,OUT035,5087.77728
FDR40,OUT045,1301.5495641791038
FDX07,OUT017,3611.1382373626348
FDR07,OUT035,1461.742283116883
FDA51,OUT017,2151.8655999999996
FDT59,OUT019,600.5900115384618
FDF20,OUT017,2558.405854166667
FDR13,OUT045,2038.0137999999997
FDY26,OUT049,7833.8028
FDW04,OUT017,1905.6415413919392
FDK52,OUT017,4218.867307692307
FDN60,OUT049,2504.685769361704
FDM09,OUT019,602.3270666666667
FDP46,OUT049,1270.4415142857144
FDB50,OUT019,515.3292
NCQ29,OUT049,3751.3229927272732
FDP16,OUT027,5341.047600000001
FDX33,OUT018,2056.92252
FDP07,OUT010,432.0263792207792
FDN22,OUT046,3751.3229927272732
FDF39,OUT049,4230.758195024874
FDS21,OUT017,878.6396149999997
NCM42,OUT013,1698.6920516129032
FDK50,OUT019,271.2659428571428
DRF13,OUT027,6942.9624
FDH35,OUT018,2056.92252
FDP60,OUT018,1187.5541699999999
DRJ49,OUT027,1981.4208
NCT42,OUT019,325.5762
FDE38,OUT049,2504.685769361704
FDI04,OUT049,3802.851276595745
NCH54,OUT045,2504.685769361704
FDT56,OUT049,548.2863
DRD15,OUT018,3196.983439130435
FDV58,OUT013,3206.872514062502
FDP21,OUT049,3802.851276595745
FDH05,OUT013,3099.4776292682923
FDR10,OUT027,3816.6052879999997
NCP06,OUT045,1873.5612
FDF33,OUT049,1698.6920516129032
DRK37,OUT013,3206.872514062502
DRH49,OUT045,1301.5495641791038
FDT58,OUT013,2504.685769361704
FDD41,OUT018,1173.6722400000003
FDP40,OUT018,1986.0814
FDM51,OUT027,2448.01344
FDO45,OUT010,176.15666315789474
FDW33,OUT010,412.796
FDY24,OUT045,1402.1748
FDB10,OUT010,600.5900115384618
FDM40,OUT035,3427.5384000000004
NCI06,OUT017,2655.283564835165
FDW12,OUT019,271.2659428571428
FDX48,OUT027,3816.6052879999997
NCW05,OUT027,2466.789
FDX27,OUT017,1461.742283116883
DRM37,OUT045,3452.2395800000004
FDA38,OUT045,4230.758195024874
FDR36,OUT046,1537.9979999999996
FDZ45,OUT046,3206.872514062502
FDG05,OUT017,2504.685769361704
FDK28,OUT013,4230.758195024874
FDV47,OUT045,1243.4550884210523
FDN21,OUT045,2504.685769361704
FDP20,OUT027,2948.4953000000005
FDI35,OUT045,3611.1382373626348
DRY23,OUT013,779.0525799999999
FDA56,OUT017,2038.0137999999997
FDB09,OUT013,1905.6415413919392
NCO26,OUT027,3914.9040000000014
FDQ49,OUT018,2535.4464415300545
FDI52,OUT027,3828.4947391304354
FDZ44,OUT027,2110.364066666667
FDZ09,OUT018,2056.92252
FDY03,OUT049,1894.3205025641028
NCG42,OUT017,1905.6415413919392
DRI13,OUT027,5245.880879487179
FDQ32,OUT013,1905.6415413919392
FDW16,OUT035,1473.128417241379
FDU27,OUT046,772.4026691588788
FDR28,OUT010,320.6002210526316
FDQ49,OUT010,320.6002210526316
FDS37,OUT046,2314.774754545455
FDW26,OUT018,2399.617177777778
FDX12,OUT018,3196.983439130435
NCP06,OUT013,1560.920542857143
FDW45,OUT010,244.53882857142858
NCN30,OUT049,1570.6724490566044
FDN24,OUT049,1064.922440740741
NCL41,OUT027,916.8984344827587
FDR02,OUT019,215.82323125000002
FDD09,OUT010,719.064
FDS33,OUT010,112.12072000000002
FDU22,OUT045,1905.6415413919392
FDI53,OUT013,2504.685769361704
DRH01,OUT049,1715.132504761905
FDX32,OUT013,2248.8246604651167
NCP30,OUT018,422.58326000000005
FDB60,OUT045,2655.283564835165
FDB14,OUT049,1461.742283116883
NCP02,OUT035,258.6633
FDJ10,OUT017,2151.8655999999996
FDG34,OUT046,1914.97396
NCB18,OUT017,1473.128417241379
FDM16,OUT049,1266.3833047619048
FDW25,OUT018,1018.54084
FDB35,OUT010,112.12072000000002
DRN11,OUT013,2248.8246604651167
FDF41,OUT019,600.5900115384618
FDH16,OUT045,1270.4415142857144
NCQ50,OUT018,3172.537
DRH23,OUT018,843.8561045454545
DRJ37,OUT013,1851.1589882352937
DRJ24,OUT027,7165.0067
FDY16,OUT035,3611.1382373626348
FDQ27,OUT045,1954.9144226415092
FDZ33,OUT045,2215.1779236842103
FDF29,OUT045,2038.0137999999997
FDA08,OUT049,2504.685769361704
FDG31,OUT046,1080.9993756097558
FDE34,OUT019,432.0263792207792
NCR30,OUT027,2439.047333333334
FDV33,OUT035,4230.758195024874
DRZ24,OUT018,1749.5961275862066
NCL54,OUT035,3012.597044444446
FDR12,OUT049,3012.597044444446
NCC54,OUT046,3751.3229927272732
DRN59,OUT013,698.6461333333332
FDX50,OUT019,238.3564
FDV31,OUT027,1605.9096
NCA29,OUT027,3838.881745454545
FDW60,OUT049,2957.0841199999995
FDX08,OUT017,2311.3247000000006
DRD49,OUT013,3751.3229927272732
FDD33,OUT046,3709.7364970370363
FDW35,OUT013,896.9657599999998
FDJ36,OUT017,1580.7302545454543
FDV51,OUT035,2504.685769361704
FDW36,OUT046,1316.4958514285715
FDH35,OUT046,2504.685769361704
NCS30,OUT027,3572.0170000000007
FDN49,OUT017,1537.9979999999996
FDL08,OUT018,3196.983439130435
FDI09,OUT013,3751.3229927272732
FDP19,OUT018,2372.74475
FDU21,OUT010,50.26790000000001
NCP41,OUT045,1297.3113
FDY10,OUT013,1894.3205025641028
FDP12,OUT018,378.37414
NCN26,OUT049,2038.0137999999997
FDK44,OUT013,2630.505715789474
FDC28,OUT049,1316.4958514285715
FDJ41,OUT027,6040.858883333334
NCT29,OUT035,1905.6415413919392
NCH42,OUT019,341.7903882352941
FDU60,OUT018,2056.92252
FDS02,OUT045,2380.235
FDC51,OUT046,2314.774754545455
FDU03,OUT013,3611.1382373626348
FDX39,OUT045,3709.7364970370363
NCY05,OUT010,50.26790000000001
NCL06,OUT027,3695.19
FDD32,OUT035,1484.8373137931032
NCN41,OUT045,1905.6415413919392
NCX53,OUT049,2011.3817999999999
FDU57,OUT019,320.6002210526316
FDQ23,OUT046,1698.6920516129032
FDQ52,OUT045,3751.3229927272732
FDC14,OUT045,601.9340597222222
FDY09,OUT035,5087.77728
FDQ28,OUT045,2535.4464415300545
FDV25,OUT046,6049.1259
FDJ07,OUT035,2038.0137999999997
DRB25,OUT049,1316.4958514285715
FDK52,OUT019,600.5900115384618
FDY52,OUT027,2794.0297
FDB28,OUT046,3206.872514062502
FDT36,OUT035,601.9340597222222
FDV25,OUT017,2916.9437777777775
NCN07,OUT027,3313.4012571428575
FDC57,OUT017,2558.405854166667
FDQ03,OUT018,3196.983439130435
FDU23,OUT017,2957.0841199999995
NCX41,OUT035,3709.7364970370363
NCD06,OUT035,772.4026691588788
FDW08,OUT045,1212.225976470588
NCU29,OUT017,2793.7775030303033
NCE06,OUT013,2504.685769361704
FDV52,OUT010,247.6776
FDB02,OUT017,2957.0841199999995
NCR18,OUT045,629.7815254901961
FDK16,OUT049,1570.6724490566044
NCQ29,OUT010,600.5900115384618
FDZ01,OUT019,261.60818461538463
FDW27,OUT035,2504.685769361704
FDD17,OUT018,3196.983439130435
FDW39,OUT013,1913.6423599999996
DRH59,OUT045,1484.8373137931032
FDS52,OUT013,1698.6920516129032
FDU40,OUT027,8912.3988
NCF54,OUT013,1715.132504761905
FDH46,OUT045,1954.9144226415092
NCP14,OUT049,1755.9781458333337
FDH50,OUT049,3611.1382373626348
DRF15,OUT010,369.29706666666675
FDV27,OUT027,3418.5501
NCJ06,OUT049,2085.7916079999995
FDN02,OUT018,4151.39616
FDQ51,OUT049,698.6461333333332
FDQ07,OUT017,2916.9437777777775
FDS45,OUT049,2728.3818200000005
NCJ06,OUT045,2085.7916079999995
FDD36,OUT035,2038.0137999999997
FDY25,OUT045,2455.375285714286
FDU52,OUT046,2215.1779236842103
DRK47,OUT017,5375.0034
NCL30,OUT017,1905.6415413919392
FDN22,OUT035,3751.3229927272732
NCF30,OUT027,3828.4947391304354
FDK03,OUT035,4230.758195024874
FDT45,OUT017,1064.922440740741
NCC54,OUT027,3695.19
FDP08,OUT018,3457.9625652173913
FDU44,OUT046,2504.685769361704
DRG39,OUT035,1064.922440740741
FDU32,OUT049,2038.0137999999997
FDY27,OUT049,2957.0841199999995
NCP54,OUT013,2038.0137999999997
NCZ41,OUT049,1905.6415413919392
DRL49,OUT013,2180.99435
FDI05,OUT018,918.7405904761905
FDY56,OUT045,3709.7364970370363
DRC13,OUT013,2038.0137999999997
NCV29,OUT017,2957.0841199999995
FDR24,OUT049,1473.128417241379
FDZ34,OUT018,3206.872514062502
FDP37,OUT035,2151.8655999999996
FDX08,OUT027,3235.788
FDS57,OUT045,2528.9303333333337
NCG18,OUT049,1698.6920516129032
